InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,TotalPrice
716839,SKU_1488,USB Cable,39,2022-08-06 10:00:00,64.54,66481.0,Norway,Apparel,2517.0600000000004
171519,SKU_1799,Office Chair,45,2022-08-06 13:00:00,31.14,37933.0,Netherlands,Apparel,1401.3
250250,SKU_1210,Notebook,14,2022-08-06 14:00:00,56.4,39310.0,Australia,Stationery,789.6
192526,SKU_1665,USB Cable,3,2022-08-06 15:00:00,25.56,92108.0,United Kingdom,Accessories,76.67999999999999
831217,SKU_1258,Notebook,6,2022-08-06 16:00:00,33.65,95245.0,Netherlands,Accessories,201.89999999999998
209365,SKU_1998,Desk Lamp,42,2022-08-06 18:00:00,78.31,39207.0,Portugal,Furniture,3289.02
621291,SKU_1593,Notebook,14,2022-08-06 19:00:00,83.36,38719.0,United Kingdom,Stationery,1167.04
546171,SKU_1371,T-shirt,25,2022-08-06 21:00:00,71.89,85185.0,Germany,Electronics,1797.25
199830,SKU_1390,Blue Pen,44,2022-08-06 22:00:00,75.15,30364.0,Sweden,Stationery,3306.6000000000004
861573,SKU_1991,Blue Pen,49,2022-08-06 23:00:00,81.85,19798.0,Italy,Accessories,4010.6499999999996
928343,SKU_1087,Backpack,27,2022-08-07 00:00:00,68.29,89744.0,Portugal,Furniture,1843.8300000000002
445566,SKU_1399,Notebook,22,2022-08-07 01:00:00,86.25,47023.0,Netherlands,Stationery,1897.5
677907,SKU_1308,T-shirt,11,2022-08-07 02:00:00,88.28,36188.0,Sweden,Stationery,971.08
909223,SKU_1983,Blue Pen,37,2022-08-07 03:00:00,69.42,39318.0,Spain,Stationery,2568.54
370445,SKU_1003,Desk Lamp,43,2022-08-07 04:00:00,99.06,63192.0,United Kingdom,Apparel,4259.58
331730,SKU_1543,Office Chair,19,2022-08-07 06:00:00,44.44,81720.0,United States,Electronics,844.3599999999999
591745,SKU_1225,Office Chair,30,2022-08-07 08:00:00,72.19,10635.0,Italy,Furniture,2165.7
474968,SKU_1338,Office Chair,8,2022-08-07 09:00:00,37.57,16448.0,United Kingdom,Apparel,300.56
661182,SKU_1205,Office Chair,30,2022-08-07 10:00:00,91.56,19706.0,Norway,Apparel,2746.8
592133,SKU_1101,Wall Clock,8,2022-08-07 11:00:00,22.72,45987.0,Italy,Furniture,181.76
966050,SKU_1057,Blue Pen,37,2022-08-07 12:00:00,80.37,85765.0,Spain,Stationery,2973.69
957426,SKU_1780,Notebook,29,2022-08-07 13:00:00,81.31,53325.0,France,Electronics,2357.9900000000002
141770,SKU_1149,T-shirt,14,2022-08-07 14:00:00,96.96,77843.0,Netherlands,Accessories,1357.4399999999998
646588,SKU_1251,White Mug,36,2022-08-07 15:00:00,69.04,71816.0,Norway,Electronics,2485.44
140285,SKU_1541,Desk Lamp,13,2022-08-07 19:00:00,56.21,91526.0,United States,Apparel,730.73
821915,SKU_1918,T-shirt,12,2022-08-07 20:00:00,16.33,49825.0,Belgium,Apparel,195.95999999999998
217713,SKU_1523,Wireless Mouse,14,2022-08-07 21:00:00,85.84,10484.0,Italy,Furniture,1201.76
787831,SKU_1490,Wall Clock,10,2022-08-07 22:00:00,20.24,71106.0,United Kingdom,Electronics,202.39999999999998
672959,SKU_1525,Wall Clock,44,2022-08-07 23:00:00,57.71,94514.0,Netherlands,Accessories,2539.2400000000002
480360,SKU_1291,Wireless Mouse,8,2022-08-08 00:00:00,23.93,75248.0,Sweden,Apparel,191.44
906702,SKU_1044,Office Chair,24,2022-08-08 01:00:00,54.11,59784.0,Spain,Electronics,1298.6399999999999
744158,SKU_1199,Office Chair,37,2022-08-08 02:00:00,52.65,75064.0,Sweden,Electronics,1948.05
227897,SKU_1023,White Mug,43,2022-08-08 03:00:00,35.91,55496.0,United States,Furniture,1544.1299999999999
506914,SKU_1762,Wall Clock,48,2022-08-08 04:00:00,17.26,77292.0,United Kingdom,Apparel,828.48
869814,SKU_1630,Backpack,25,2022-08-08 05:00:00,56.94,67753.0,France,Furniture,1423.5
859242,SKU_1386,Desk Lamp,8,2022-08-08 06:00:00,76.79,59885.0,United States,Furniture,614.32
958697,SKU_1589,White Mug,13,2022-08-08 07:00:00,18.18,65459.0,France,Stationery,236.34
795089,SKU_1434,Desk Lamp,3,2022-08-08 08:00:00,92.12,29315.0,Italy,Furniture,276.36
111171,SKU_1241,Wireless Mouse,9,2022-08-08 09:00:00,29.02,49140.0,Norway,Accessories,261.18
572699,SKU_1202,Headphones,40,2022-08-08 10:00:00,84.86,75123.0,United Kingdom,Accessories,3394.4
947116,SKU_1236,Notebook,10,2022-08-08 11:00:00,80.26,53717.0,Australia,Stationery,802.6
149948,SKU_1293,Notebook,46,2022-08-08 13:00:00,33.24,12132.0,Portugal,Electronics,1529.0400000000002
659013,SKU_1347,White Mug,19,2022-08-08 14:00:00,70.5,26824.0,Portugal,Apparel,1339.5
381594,SKU_1086,Notebook,28,2022-08-08 15:00:00,59.65,23802.0,Spain,Furniture,1670.2
506516,SKU_1209,Headphones,18,2022-08-08 16:00:00,54.02,82212.0,Sweden,Electronics,972.36
235513,SKU_1608,White Mug,8,2022-08-08 18:00:00,97.62,82832.0,Germany,Accessories,780.96
644403,SKU_1998,Headphones,40,2022-08-08 20:00:00,53.16,89586.0,France,Accessories,2126.3999999999996
723693,SKU_1228,USB Cable,8,2022-08-08 21:00:00,48.3,73456.0,France,Apparel,386.4
711692,SKU_1409,Notebook,36,2022-08-08 22:00:00,37.04,30148.0,Australia,Apparel,1333.44
535213,SKU_1242,Headphones,32,2022-08-08 23:00:00,54.81,90941.0,Netherlands,Apparel,1753.92
841511,SKU_1769,T-shirt,21,2022-08-09 00:00:00,16.35,18191.0,Netherlands,Furniture,343.35
770092,SKU_1467,Office Chair,3,2022-08-09 02:00:00,8.02,75417.0,Australia,Stationery,24.06
734958,SKU_1457,Wall Clock,24,2022-08-09 03:00:00,23.79,49403.0,United Kingdom,Furniture,570.96
142738,SKU_1553,Desk Lamp,16,2022-08-09 04:00:00,26.06,53293.0,Germany,Stationery,416.96
866656,SKU_1212,Notebook,19,2022-08-09 05:00:00,90.79,76529.0,United Kingdom,Accessories,1725.0100000000002
232053,SKU_1807,White Mug,22,2022-08-09 06:00:00,16.04,68246.0,Norway,Stationery,352.88
293953,SKU_1904,Notebook,22,2022-08-09 07:00:00,38.07,16533.0,Norway,Electronics,837.54
289681,SKU_1385,T-shirt,49,2022-08-09 08:00:00,95.37,64358.0,Italy,Stationery,4673.13
580306,SKU_1411,Blue Pen,13,2022-08-09 09:00:00,31.44,62260.0,United States,Furniture,408.72
443810,SKU_1514,T-shirt,12,2022-08-09 10:00:00,90.57,41803.0,Australia,Furniture,1086.84
970783,SKU_1527,Desk Lamp,28,2022-08-09 11:00:00,92.64,87489.0,Australia,Accessories,2593.92
585081,SKU_1387,Backpack,8,2022-08-09 12:00:00,7.45,88245.0,France,Electronics,59.6
827245,SKU_1278,USB Cable,9,2022-08-09 13:00:00,87.19,82769.0,Netherlands,Furniture,784.71
611801,SKU_1989,USB Cable,20,2022-08-09 14:00:00,52.51,20984.0,Portugal,Accessories,1050.2
110728,SKU_1101,Desk Lamp,15,2022-08-09 15:00:00,90.51,36215.0,France,Apparel,1357.65
992284,SKU_1588,Blue Pen,4,2022-08-09 16:00:00,8.53,99274.0,United States,Accessories,34.12
217616,SKU_1201,Office Chair,48,2022-08-09 18:00:00,42.13,24353.0,Spain,Stationery,2022.2400000000002
318422,SKU_1566,T-shirt,45,2022-08-09 19:00:00,82.35,46109.0,Belgium,Apparel,3705.7499999999995
922646,SKU_1720,Office Chair,6,2022-08-09 20:00:00,7.78,52240.0,United States,Furniture,46.68
842441,SKU_1840,White Mug,40,2022-08-09 22:00:00,67.37,17691.0,United Kingdom,Stationery,2694.8
407732,SKU_1353,Headphones,15,2022-08-09 23:00:00,47.94,72464.0,Netherlands,Apparel,719.0999999999999
954840,SKU_1755,Wireless Mouse,20,2022-08-10 01:00:00,32.38,70665.0,United Kingdom,Accessories,647.6
396247,SKU_1234,Blue Pen,27,2022-08-10 02:00:00,29.3,31768.0,United States,Furniture,791.1
170949,SKU_1113,Wall Clock,27,2022-08-10 03:00:00,5.42,35960.0,Spain,Accessories,146.34
325877,SKU_1981,T-shirt,34,2022-08-10 04:00:00,25.53,84141.0,Italy,Apparel,868.02
113423,SKU_1066,Desk Lamp,10,2022-08-10 06:00:00,57.56,88170.0,Belgium,Accessories,575.6
798165,SKU_1039,Wall Clock,8,2022-08-10 08:00:00,25.07,46299.0,Portugal,Apparel,200.56
888419,SKU_1732,Blue Pen,14,2022-08-10 09:00:00,33.57,42242.0,Norway,Furniture,469.98
924029,SKU_1410,Blue Pen,10,2022-08-10 11:00:00,24.6,27568.0,Norway,Apparel,246.0
183905,SKU_1294,Headphones,4,2022-08-10 12:00:00,90.62,69644.0,Germany,Electronics,362.48
783228,SKU_1564,Headphones,18,2022-08-10 13:00:00,76.26,73276.0,Spain,Apparel,1372.68
176970,SKU_1807,Office Chair,30,2022-08-10 14:00:00,3.26,78710.0,United States,Furniture,97.8
219779,SKU_1036,T-shirt,26,2022-08-10 16:00:00,6.17,63483.0,Norway,Stationery,160.42
573300,SKU_1066,Wireless Mouse,43,2022-08-10 17:00:00,2.81,31321.0,Netherlands,Accessories,120.83
591135,SKU_1205,Office Chair,9,2022-08-10 20:00:00,54.57,55063.0,United Kingdom,Electronics,491.13
732020,SKU_1340,Headphones,37,2022-08-10 21:00:00,42.18,11503.0,Norway,Apparel,1560.66
248079,SKU_1833,Office Chair,22,2022-08-10 22:00:00,41.19,42038.0,United Kingdom,Accessories,906.18
463604,SKU_1905,Blue Pen,24,2022-08-10 23:00:00,28.6,98875.0,Germany,Apparel,686.4000000000001
832224,SKU_1425,Backpack,36,2022-08-11 01:00:00,6.18,79837.0,United Kingdom,Apparel,222.48
218105,SKU_1208,Notebook,15,2022-08-11 03:00:00,46.44,98874.0,Sweden,Electronics,696.5999999999999
371602,SKU_1986,Backpack,35,2022-08-11 05:00:00,13.54,58374.0,Netherlands,Apparel,473.9
699176,SKU_1177,USB Cable,44,2022-08-11 07:00:00,9.85,50154.0,Germany,Stationery,433.4
700310,SKU_1675,Backpack,42,2022-08-11 08:00:00,15.6,60973.0,Sweden,Electronics,655.1999999999999
272472,SKU_1864,Wireless Mouse,34,2022-08-11 09:00:00,84.48,52639.0,United States,Apparel,2872.32
691916,SKU_1021,Office Chair,25,2022-08-11 10:00:00,9.96,95100.0,Netherlands,Stationery,249.00000000000003
267599,SKU_1738,Office Chair,6,2022-08-11 12:00:00,74.34,59513.0,Australia,Furniture,446.04
694936,SKU_1993,Backpack,4,2022-08-11 13:00:00,88.24,65068.0,France,Stationery,352.96
793032,SKU_1163,Backpack,39,2022-08-11 15:00:00,81.89,46703.0,United States,Stationery,3193.71
866922,SKU_1376,Backpack,14,2022-08-11 16:00:00,68.14,51048.0,United States,Furniture,953.96
625400,SKU_1002,Wall Clock,4,2022-08-11 17:00:00,21.6,58668.0,Norway,Stationery,86.4
582233,SKU_1117,Notebook,13,2022-08-11 19:00:00,75.14,93237.0,United Kingdom,Accessories,976.82
934787,SKU_1655,Wireless Mouse,29,2022-08-11 20:00:00,50.28,12049.0,France,Accessories,1458.1200000000001
175561,SKU_1763,Wall Clock,34,2022-08-11 21:00:00,47.88,24956.0,Australia,Accessories,1627.92
742469,SKU_1265,Backpack,43,2022-08-11 23:00:00,76.23,80594.0,Netherlands,Stationery,3277.8900000000003
684770,SKU_1434,T-shirt,39,2022-08-12 00:00:00,14.26,93882.0,United States,Furniture,556.14
703386,SKU_1681,Backpack,26,2022-08-12 01:00:00,48.26,66938.0,Netherlands,Accessories,1254.76
486503,SKU_1226,White Mug,47,2022-08-12 04:00:00,50.56,73857.0,United Kingdom,Stationery,2376.32
374732,SKU_1261,Desk Lamp,3,2022-08-12 06:00:00,68.46,37583.0,Australia,Stationery,205.38
228658,SKU_1365,Headphones,23,2022-08-12 07:00:00,41.72,75863.0,United States,Accessories,959.56
645255,SKU_1766,Backpack,8,2022-08-12 08:00:00,38.28,21577.0,United Kingdom,Electronics,306.24
492297,SKU_1427,Office Chair,44,2022-08-12 09:00:00,4.35,11860.0,Italy,Stationery,191.39999999999998
386400,SKU_1007,USB Cable,26,2022-08-12 10:00:00,19.0,16496.0,Spain,Stationery,494.0
813708,SKU_1929,USB Cable,14,2022-08-12 11:00:00,89.48,33522.0,France,Electronics,1252.72
813839,SKU_1256,Desk Lamp,14,2022-08-12 14:00:00,61.73,91776.0,Portugal,Electronics,864.2199999999999
967164,SKU_1642,Backpack,12,2022-08-12 15:00:00,15.82,14959.0,Sweden,Electronics,189.84
553416,SKU_1563,Wireless Mouse,3,2022-08-12 16:00:00,69.97,29109.0,Netherlands,Electronics,209.91
838985,SKU_1101,Blue Pen,45,2022-08-12 17:00:00,19.23,11585.0,Norway,Furniture,865.35
576356,SKU_1218,Office Chair,30,2022-08-12 18:00:00,18.68,53418.0,Portugal,Furniture,560.4
495722,SKU_1844,White Mug,3,2022-08-12 20:00:00,98.26,37078.0,Netherlands,Stationery,294.78000000000003
776069,SKU_1302,Desk Lamp,13,2022-08-12 22:00:00,12.65,72997.0,Sweden,Apparel,164.45000000000002
813895,SKU_1369,Office Chair,46,2022-08-12 23:00:00,93.51,85546.0,Sweden,Electronics,4301.46
406984,SKU_1850,USB Cable,18,2022-08-13 00:00:00,19.93,48577.0,Sweden,Apparel,358.74
345512,SKU_1274,Desk Lamp,11,2022-08-13 01:00:00,98.51,57866.0,United States,Stationery,1083.6100000000001
999079,SKU_1069,Wall Clock,26,2022-08-13 02:00:00,52.64,81883.0,France,Electronics,1368.64
291659,SKU_1046,Wireless Mouse,7,2022-08-13 03:00:00,89.44,79986.0,Germany,Apparel,626.0799999999999
159321,SKU_1116,Office Chair,26,2022-08-13 04:00:00,25.29,76712.0,Portugal,Electronics,657.54
334855,SKU_1589,Headphones,3,2022-08-13 05:00:00,78.79,69701.0,Sweden,Accessories,236.37
143202,SKU_1516,T-shirt,1,2022-08-13 06:00:00,84.69,89362.0,Australia,Accessories,84.69
287660,SKU_1253,Wireless Mouse,17,2022-08-13 07:00:00,16.03,92901.0,Belgium,Stationery,272.51
758450,SKU_1831,Backpack,12,2022-08-13 08:00:00,27.87,61722.0,Portugal,Stationery,334.44
421375,SKU_1755,T-shirt,38,2022-08-13 10:00:00,84.88,85778.0,Norway,Apparel,3225.4399999999996
907984,SKU_1172,Headphones,9,2022-08-13 11:00:00,83.9,70791.0,Italy,Accessories,755.1
311299,SKU_1428,T-shirt,39,2022-08-13 13:00:00,82.31,54951.0,Portugal,Electronics,3210.09
383805,SKU_1035,Headphones,18,2022-08-13 14:00:00,93.39,79629.0,Portugal,Electronics,1681.02
499308,SKU_1406,Desk Lamp,27,2022-08-13 16:00:00,14.61,68483.0,United Kingdom,Electronics,394.46999999999997
755930,SKU_1415,White Mug,2,2022-08-13 17:00:00,82.08,72178.0,Belgium,Apparel,164.16
952275,SKU_1988,Wireless Mouse,27,2022-08-13 18:00:00,2.46,50154.0,Italy,Accessories,66.42
553968,SKU_1684,Office Chair,41,2022-08-13 19:00:00,23.26,40973.0,Portugal,Accessories,953.6600000000001
431422,SKU_1411,Wall Clock,15,2022-08-13 20:00:00,37.29,97861.0,Sweden,Apparel,559.35
862638,SKU_1487,Notebook,44,2022-08-13 21:00:00,5.22,77784.0,United Kingdom,Apparel,229.67999999999998
194328,SKU_1691,T-shirt,37,2022-08-13 22:00:00,5.74,57056.0,France,Stationery,212.38
750643,SKU_1778,USB Cable,5,2022-08-13 23:00:00,6.83,66369.0,Norway,Furniture,34.15
338340,SKU_1766,Wall Clock,31,2022-08-14 00:00:00,79.32,47131.0,Spain,Apparel,2458.9199999999996
386342,SKU_1914,Blue Pen,41,2022-08-14 01:00:00,10.81,31447.0,Sweden,Stationery,443.21000000000004
161201,SKU_1831,Notebook,49,2022-08-14 02:00:00,46.97,23712.0,Norway,Electronics,2301.5299999999997
435415,SKU_1320,Desk Lamp,37,2022-08-14 03:00:00,75.93,63865.0,Australia,Accessories,2809.4100000000003
312810,SKU_1072,Wireless Mouse,35,2022-08-14 04:00:00,92.03,33162.0,Germany,Accessories,3221.05
504593,SKU_1568,Blue Pen,19,2022-08-14 05:00:00,74.21,29473.0,Italy,Stationery,1409.9899999999998
473722,SKU_1577,USB Cable,28,2022-08-14 06:00:00,60.62,43543.0,Netherlands,Stationery,1697.36
835193,SKU_1643,Blue Pen,2,2022-08-14 07:00:00,27.04,53584.0,Italy,Electronics,54.08
402508,SKU_1771,White Mug,20,2022-08-14 09:00:00,4.68,87511.0,Sweden,Accessories,93.6
200353,SKU_1384,T-shirt,8,2022-08-14 11:00:00,15.52,63143.0,France,Electronics,124.16
873331,SKU_1603,White Mug,40,2022-08-14 12:00:00,59.82,24850.0,Australia,Accessories,2392.8
792803,SKU_1785,Desk Lamp,30,2022-08-14 13:00:00,84.57,34781.0,United States,Accessories,2537.1
494879,SKU_1652,Notebook,12,2022-08-14 14:00:00,88.53,21045.0,France,Electronics,1062.3600000000001
270316,SKU_1231,Wall Clock,49,2022-08-14 15:00:00,53.8,25767.0,Norway,Accessories,2636.2
963996,SKU_1581,White Mug,39,2022-08-14 16:00:00,36.64,96064.0,Sweden,Electronics,1428.96
246149,SKU_1432,T-shirt,17,2022-08-14 17:00:00,72.83,16809.0,Italy,Furniture,1238.11
813209,SKU_1490,White Mug,2,2022-08-14 18:00:00,91.39,16421.0,Spain,Accessories,182.78
729735,SKU_1686,Blue Pen,37,2022-08-14 19:00:00,5.91,44467.0,France,Stationery,218.67000000000002
381775,SKU_1870,USB Cable,23,2022-08-14 20:00:00,40.98,98354.0,Netherlands,Furniture,942.54
808012,SKU_1085,Wall Clock,39,2022-08-14 21:00:00,34.81,37133.0,Portugal,Furniture,1357.5900000000001
560662,SKU_1764,Headphones,27,2022-08-14 22:00:00,54.36,57586.0,Germany,Apparel,1467.72
919932,SKU_1029,White Mug,19,2022-08-14 23:00:00,41.69,45270.0,Belgium,Apparel,792.1099999999999
513113,SKU_1666,Wireless Mouse,44,2022-08-15 00:00:00,7.52,68288.0,Sweden,Accessories,330.88
421059,SKU_1199,T-shirt,2,2022-08-15 01:00:00,13.38,49501.0,France,Stationery,26.76
989192,SKU_1874,Wireless Mouse,32,2022-08-15 02:00:00,1.06,60836.0,Belgium,Electronics,33.92
389041,SKU_1155,Desk Lamp,33,2022-08-15 03:00:00,86.33,36723.0,Sweden,Accessories,2848.89
802640,SKU_1756,USB Cable,43,2022-08-15 04:00:00,83.53,33443.0,Portugal,Electronics,3591.79
725927,SKU_1897,USB Cable,40,2022-08-15 05:00:00,60.74,66631.0,Spain,Electronics,2429.6
211118,SKU_1531,Wireless Mouse,23,2022-08-15 06:00:00,31.23,68831.0,United States,Furniture,718.29
419464,SKU_1714,Desk Lamp,14,2022-08-15 07:00:00,47.28,45753.0,Spain,Stationery,661.9200000000001
827952,SKU_1845,Blue Pen,16,2022-08-15 08:00:00,66.7,76657.0,Germany,Electronics,1067.2
587702,SKU_1151,Wall Clock,34,2022-08-15 09:00:00,76.74,91257.0,United States,Apparel,2609.16
954721,SKU_1076,T-shirt,40,2022-08-15 10:00:00,33.02,51574.0,Australia,Stationery,1320.8000000000002
656229,SKU_1327,Headphones,44,2022-08-15 11:00:00,35.47,37335.0,Australia,Accessories,1560.6799999999998
855036,SKU_1171,T-shirt,47,2022-08-15 12:00:00,92.06,54445.0,France,Stationery,4326.82
245306,SKU_1404,Desk Lamp,20,2022-08-15 13:00:00,23.89,32773.0,Australia,Electronics,477.8
699460,SKU_1405,Blue Pen,44,2022-08-15 14:00:00,65.94,30170.0,Australia,Stationery,2901.3599999999997
103376,SKU_1840,Notebook,46,2022-08-15 15:00:00,92.8,14461.0,Spain,Furniture,4268.8
534465,SKU_1697,T-shirt,36,2022-08-15 17:00:00,30.48,21306.0,Norway,Accessories,1097.28
405169,SKU_1361,Notebook,29,2022-08-15 18:00:00,30.03,30586.0,United States,Stationery,870.87
640735,SKU_1127,Blue Pen,49,2022-08-15 19:00:00,65.37,37597.0,Netherlands,Accessories,3203.13
891290,SKU_1335,Office Chair,25,2022-08-15 22:00:00,96.99,70846.0,Germany,Electronics,2424.75
806475,SKU_1753,T-shirt,47,2022-08-15 23:00:00,77.76,74266.0,United States,Apparel,3654.7200000000003
706348,SKU_1264,Office Chair,7,2022-08-16 01:00:00,27.19,80183.0,Spain,Stationery,190.33
867283,SKU_1194,Office Chair,16,2022-08-16 02:00:00,70.74,88203.0,Italy,Furniture,1131.84
512073,SKU_1099,Desk Lamp,18,2022-08-16 04:00:00,85.01,59127.0,Sweden,Apparel,1530.18
990330,SKU_1563,Headphones,39,2022-08-16 05:00:00,77.87,57550.0,Germany,Apparel,3036.9300000000003
988639,SKU_1370,T-shirt,14,2022-08-16 06:00:00,38.3,20501.0,Belgium,Apparel,536.1999999999999
297057,SKU_1908,USB Cable,18,2022-08-16 07:00:00,43.48,40806.0,Italy,Apparel,782.64
552385,SKU_1896,Wall Clock,8,2022-08-16 08:00:00,93.52,92095.0,United States,Stationery,748.16
186366,SKU_1427,T-shirt,49,2022-08-16 09:00:00,39.6,74565.0,France,Accessories,1940.4
887301,SKU_1919,Wall Clock,20,2022-08-16 11:00:00,6.67,53404.0,Norway,Apparel,133.4
424768,SKU_1132,Office Chair,1,2022-08-16 12:00:00,74.31,23286.0,Norway,Accessories,74.31
271147,SKU_1255,Wall Clock,46,2022-08-16 13:00:00,34.49,68401.0,Portugal,Stationery,1586.5400000000002
193676,SKU_1449,Backpack,24,2022-08-16 14:00:00,14.09,98179.0,France,Stationery,338.15999999999997
627947,SKU_1720,Office Chair,46,2022-08-16 15:00:00,93.32,34602.0,United Kingdom,Furniture,4292.719999999999
529586,SKU_1976,White Mug,13,2022-08-16 16:00:00,47.68,25830.0,France,Electronics,619.84
993320,SKU_1403,Blue Pen,11,2022-08-16 17:00:00,26.59,24657.0,United Kingdom,Apparel,292.49
682473,SKU_1959,USB Cable,38,2022-08-16 18:00:00,30.07,70635.0,Australia,Stationery,1142.66
741424,SKU_1654,Backpack,33,2022-08-16 19:00:00,91.55,19696.0,Belgium,Apparel,3021.15
274823,SKU_1053,White Mug,17,2022-08-16 21:00:00,56.3,67685.0,Germany,Furniture,957.0999999999999
949190,SKU_1778,Wall Clock,46,2022-08-16 22:00:00,10.49,79986.0,Spain,Electronics,482.54
840233,SKU_1406,Desk Lamp,5,2022-08-16 23:00:00,31.67,72514.0,United Kingdom,Stationery,158.35000000000002
236203,SKU_1384,Wireless Mouse,39,2022-08-17 00:00:00,60.92,64490.0,United States,Furniture,2375.88
232430,SKU_1937,Desk Lamp,22,2022-08-17 01:00:00,14.98,59020.0,United Kingdom,Furniture,329.56
617086,SKU_1241,Wireless Mouse,15,2022-08-17 02:00:00,58.84,45627.0,Norway,Apparel,882.6
715438,SKU_1046,Headphones,10,2022-08-17 03:00:00,16.3,73392.0,Germany,Electronics,163.0
550587,SKU_1114,USB Cable,38,2022-08-17 04:00:00,50.7,18839.0,Sweden,Apparel,1926.6000000000001
837667,SKU_1707,Wall Clock,1,2022-08-17 05:00:00,44.22,30870.0,Portugal,Stationery,44.22
572355,SKU_1805,Wireless Mouse,46,2022-08-17 06:00:00,26.67,90336.0,Portugal,Accessories,1226.8200000000002
379360,SKU_1129,Notebook,15,2022-08-17 07:00:00,41.45,30021.0,Portugal,Stationery,621.75
927641,SKU_1556,Wireless Mouse,42,2022-08-17 08:00:00,74.16,45166.0,United States,Accessories,3114.72
405131,SKU_1154,Office Chair,42,2022-08-17 09:00:00,31.81,74355.0,Norway,Furniture,1336.02
609742,SKU_1972,Wireless Mouse,21,2022-08-17 11:00:00,61.61,82365.0,United Kingdom,Accessories,1293.81
666608,SKU_1494,Desk Lamp,15,2022-08-17 12:00:00,81.33,22220.0,Spain,Electronics,1219.95
306123,SKU_1081,White Mug,5,2022-08-17 14:00:00,19.38,37355.0,United Kingdom,Electronics,96.89999999999999
323410,SKU_1778,Desk Lamp,19,2022-08-17 15:00:00,97.78,68752.0,Germany,Accessories,1857.82
226560,SKU_1964,USB Cable,14,2022-08-17 16:00:00,2.8,20018.0,Portugal,Electronics,39.199999999999996
363035,SKU_1668,White Mug,15,2022-08-17 17:00:00,60.1,87620.0,Belgium,Furniture,901.5
547651,SKU_1181,Backpack,16,2022-08-17 20:00:00,47.39,39544.0,United States,Accessories,758.24
383076,SKU_1431,T-shirt,19,2022-08-17 21:00:00,61.87,67715.0,Australia,Electronics,1175.53
366336,SKU_1173,Notebook,23,2022-08-17 22:00:00,81.29,78490.0,Netherlands,Furniture,1869.67
902560,SKU_1808,T-shirt,36,2022-08-17 23:00:00,34.17,83458.0,Portugal,Apparel,1230.1200000000001
122836,SKU_1997,Blue Pen,18,2022-08-18 00:00:00,91.78,93687.0,Belgium,Apparel,1652.04
225172,SKU_1868,Office Chair,7,2022-08-18 03:00:00,74.54,54112.0,Netherlands,Apparel,521.7800000000001
384922,SKU_1394,Wall Clock,25,2022-08-18 04:00:00,47.99,25421.0,Norway,Furniture,1199.75
143130,SKU_1939,Blue Pen,48,2022-08-18 05:00:00,67.14,38900.0,Portugal,Electronics,3222.7200000000003
378852,SKU_1287,Notebook,44,2022-08-18 06:00:00,54.52,16452.0,Australia,Electronics,2398.88
469625,SKU_1560,T-shirt,45,2022-08-18 07:00:00,39.4,63383.0,Belgium,Accessories,1773.0
288338,SKU_1755,Notebook,5,2022-08-18 09:00:00,39.95,55048.0,United States,Electronics,199.75
629070,SKU_1056,Office Chair,41,2022-08-18 10:00:00,20.74,58598.0,Netherlands,Accessories,850.3399999999999
554412,SKU_1005,Desk Lamp,24,2022-08-18 11:00:00,91.57,76206.0,Portugal,Electronics,2197.68
781675,SKU_1558,USB Cable,20,2022-08-18 12:00:00,41.15,77113.0,United Kingdom,Stationery,823.0
372196,SKU_1574,Office Chair,21,2022-08-18 13:00:00,6.35,15846.0,United States,Accessories,133.35
905953,SKU_1944,Wireless Mouse,20,2022-08-18 14:00:00,94.95,58475.0,United Kingdom,Furniture,1899.0
824794,SKU_1917,Wall Clock,10,2022-08-18 15:00:00,15.28,74747.0,Italy,Accessories,152.79999999999998
431834,SKU_1914,White Mug,46,2022-08-18 17:00:00,74.92,15827.0,Portugal,Stationery,3446.32
659834,SKU_1694,Backpack,33,2022-08-18 18:00:00,79.22,61168.0,Sweden,Accessories,2614.2599999999998
257044,SKU_1296,Office Chair,34,2022-08-18 20:00:00,28.3,39796.0,Netherlands,Apparel,962.2
729001,SKU_1616,Notebook,15,2022-08-18 21:00:00,99.62,41228.0,Italy,Stationery,1494.3000000000002
355628,SKU_1774,Office Chair,5,2022-08-18 22:00:00,84.31,57867.0,Portugal,Stationery,421.55
726905,SKU_1056,Backpack,9,2022-08-18 23:00:00,1.63,64649.0,Italy,Furniture,14.669999999999998
122030,SKU_1527,Headphones,27,2022-08-19 00:00:00,75.04,55842.0,Portugal,Stationery,2026.0800000000002
617933,SKU_1058,White Mug,28,2022-08-19 01:00:00,54.42,29096.0,Netherlands,Accessories,1523.76
841001,SKU_1165,Headphones,9,2022-08-19 02:00:00,72.86,11327.0,Portugal,Accessories,655.74
189831,SKU_1904,Blue Pen,36,2022-08-19 03:00:00,26.76,44833.0,Italy,Furniture,963.36
177400,SKU_1761,Blue Pen,9,2022-08-19 04:00:00,5.95,78707.0,Germany,Furniture,53.550000000000004
380199,SKU_1972,Office Chair,31,2022-08-19 05:00:00,84.28,46032.0,Portugal,Furniture,2612.68
592436,SKU_1545,Office Chair,43,2022-08-19 06:00:00,67.14,30020.0,Spain,Stationery,2887.02
